source	query_id	method	half	ndcg@10	ndcg@100
real_295	6098	e5	superior	1.0	1.0
real_295	6098	e5_hybrid	superior	1.0	1.0
real_295	6098	bge_m3_hybrid	superior	1.0	1.0
real_295	6099	bm25	superior	1.0	1.0
real_295	6099	e5	superior	0.6309297535714575	0.6309297535714575
real_295	6099	e5_hybrid	superior	1.0	1.0
real_295	6099	bge_m3_hybrid	superior	1.0	1.0
real_295	6100	bm25	superior	1.0	1.0
real_295	6100	e5	superior	0.6309297535714575	0.6309297535714575
real_295	6100	e5_hybrid	superior	1.0	1.0
real_295	6100	bge_m3_hybrid	superior	1.0	1.0
real_295	6101	bm25	superior	1.0	1.0
real_295	6101	e5	superior	1.0	1.0
real_295	6101	e5_hybrid	superior	1.0	1.0
real_295	6101	bge_m3_hybrid	superior	1.0	1.0
real_295	6102	bm25	superior	1.0	1.0
real_295	6102	e5	superior	1.0	1.0
real_295	6102	e5_hybrid	superior	1.0	1.0
real_295	6102	bge_m3_hybrid	superior	1.0	1.0
real_295	6103	bm25	superior	1.0	1.0
real_295	6103	e5	superior	1.0	1.0
real_295	6103	e5_hybrid	superior	1.0	1.0
real_295	6103	bge_m3_hybrid	superior	1.0	1.0
real_295	6104	bm25	superior	1.0	1.0
real_295	6104	e5	superior	1.0	1.0
real_295	6104	e5_hybrid	superior	1.0	1.0
real_295	6104	bge_m3_hybrid	superior	1.0	1.0
real_295	6105	bm25	superior	1.0	1.0
real_295	6105	e5	superior	1.0	1.0
real_295	6105	e5_hybrid	superior	1.0	1.0
real_295	6105	bge_m3_hybrid	superior	1.0	1.0
real_295	6106	bm25	superior	1.0	1.0
real_295	6106	e5	superior	1.0	1.0
real_295	6106	e5_hybrid	superior	1.0	1.0
real_295	6106	bge_m3_hybrid	superior	1.0	1.0
real_295	6107	bm25	inferior	1.0	1.0
real_295	6107	e5	inferior	0.6309297535714575	0.6309297535714575
real_295	6107	e5_hybrid	inferior	1.0	1.0
real_295	6107	bge_m3_hybrid	inferior	1.0	1.0
real_295	6108	bm25	inferior	1.0	1.0
real_295	6108	e5	inferior	0.5	0.5
real_295	6108	e5_hybrid	inferior	0.6309297535714575	0.6309297535714575
real_295	6108	bge_m3_hybrid	inferior	1.0	1.0
real_295	6109	bm25	inferior	1.0	1.0
real_295	6109	e5	inferior	0.5	0.5
real_295	6109	e5_hybrid	inferior	0.6309297535714575	0.6309297535714575
real_295	6109	bge_m3_hybrid	inferior	1.0	1.0
real_295	6110	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6110	e5	superior	0.6309297535714575	0.6309297535714575
real_295	6110	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6110	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6111	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6111	e5	superior	0.6309297535714575	0.6309297535714575
real_295	6111	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6111	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6112	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6112	e5	superior	0.5	0.5
real_295	6112	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6112	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6113	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6113	e5	superior	0.5	0.5
real_295	6113	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6113	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6114	bm25	superior	1.0	1.0
real_295	6114	e5	superior	0.5	0.5
real_295	6114	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6114	bge_m3_hybrid	superior	1.0	1.0
real_295	6115	bm25	superior	1.0	1.0
real_295	6115	e5	superior	1.0	1.0
real_295	6115	e5_hybrid	superior	1.0	1.0
real_295	6115	bge_m3_hybrid	superior	1.0	1.0
real_295	6116	bm25	inferior	0.5	0.5
real_295	6116	e5	inferior	0.5	0.5
real_295	6116	e5_hybrid	inferior	0.43067655807339306	0.43067655807339306
real_295	6116	bge_m3_hybrid	inferior	0.43067655807339306	0.43067655807339306
real_295	6117	bm25	superior	1.0	1.0
real_295	6117	e5	superior	1.0	1.0
real_295	6117	e5_hybrid	superior	1.0	1.0
real_295	6117	bge_m3_hybrid	superior	1.0	1.0
real_295	6118	bm25	superior	1.0	1.0
real_295	6118	e5	superior	1.0	1.0
real_295	6118	e5_hybrid	superior	1.0	1.0
real_295	6118	bge_m3_hybrid	superior	1.0	1.0
real_295	6119	bm25	superior	1.0	1.0
real_295	6119	e5	superior	1.0	1.0
real_295	6119	e5_hybrid	superior	1.0	1.0
real_295	6119	bge_m3_hybrid	superior	1.0	1.0
real_295	6120	bm25	superior	1.0	1.0
real_295	6120	e5	superior	1.0	1.0
real_295	6120	e5_hybrid	superior	1.0	1.0
real_295	6120	bge_m3_hybrid	superior	1.0	1.0
real_295	6121	bm25	superior	1.0	1.0
real_295	6121	e5	superior	1.0	1.0
real_295	6121	e5_hybrid	superior	1.0	1.0
real_295	6121	bge_m3_hybrid	superior	1.0	1.0
real_295	6122	bm25	superior	1.0	1.0
real_295	6122	e5	superior	1.0	1.0
real_295	6122	e5_hybrid	superior	1.0	1.0
real_295	6122	bge_m3_hybrid	superior	1.0	1.0
real_295	6123	bm25	superior	1.0	1.0
real_295	6123	e5	superior	1.0	1.0
real_295	6123	e5_hybrid	superior	1.0	1.0
real_295	6123	bge_m3_hybrid	superior	1.0	1.0
real_295	6124	bm25	superior	1.0	1.0
real_295	6124	e5	superior	1.0	1.0
real_295	6124	e5_hybrid	superior	1.0	1.0
real_295	6124	bge_m3_hybrid	superior	1.0	1.0
real_295	6125	bm25	superior	1.0	1.0
real_295	6125	e5	superior	1.0	1.0
real_295	6125	e5_hybrid	superior	1.0	1.0
real_295	6125	bge_m3_hybrid	superior	1.0	1.0
real_295	6126	bm25	superior	1.0	1.0
real_295	6126	e5	superior	1.0	1.0
real_295	6126	e5_hybrid	superior	1.0	1.0
real_295	6126	bge_m3_hybrid	superior	1.0	1.0
real_295	6127	bm25	superior	1.0	1.0
real_295	6127	e5	superior	1.0	1.0
real_295	6127	e5_hybrid	superior	1.0	1.0
real_295	6127	bge_m3_hybrid	superior	1.0	1.0
real_295	6128	bm25	superior	1.0	1.0
real_295	6128	e5	superior	1.0	1.0
real_295	6128	e5_hybrid	superior	1.0	1.0
real_295	6128	bge_m3_hybrid	superior	1.0	1.0
real_295	6129	bm25	superior	1.0	1.0
real_295	6129	e5	superior	1.0	1.0
real_295	6129	e5_hybrid	superior	1.0	1.0
real_295	6129	bge_m3_hybrid	superior	1.0	1.0
real_295	6130	bm25	superior	1.0	1.0
real_295	6130	e5	superior	1.0	1.0
real_295	6130	e5_hybrid	superior	1.0	1.0
real_295	6130	bge_m3_hybrid	superior	1.0	1.0
real_295	6131	bm25	superior	1.0	1.0
real_295	6131	e5	superior	1.0	1.0
real_295	6131	e5_hybrid	superior	1.0	1.0
real_295	6131	bge_m3_hybrid	superior	1.0	1.0
real_295	6132	bm25	superior	1.0	1.0
real_295	6132	e5	superior	0.6309297535714575	0.6309297535714575
real_295	6132	e5_hybrid	superior	1.0	1.0
real_295	6132	bge_m3_hybrid	superior	1.0	1.0
real_295	6133	bm25	superior	1.0	1.0
real_295	6133	e5	superior	1.0	1.0
real_295	6133	e5_hybrid	superior	1.0	1.0
real_295	6133	bge_m3_hybrid	superior	1.0	1.0
real_295	6134	bm25	superior	1.0	1.0
real_295	6134	e5	superior	0.5	0.5
real_295	6134	e5_hybrid	superior	1.0	1.0
real_295	6134	bge_m3_hybrid	superior	1.0	1.0
real_295	6135	bm25	superior	1.0	1.0
real_295	6135	e5	superior	1.0	1.0
real_295	6135	e5_hybrid	superior	1.0	1.0
real_295	6135	bge_m3_hybrid	superior	1.0	1.0
real_295	6136	bm25	superior	1.0	1.0
real_295	6136	e5	superior	1.0	1.0
real_295	6136	e5_hybrid	superior	1.0	1.0
real_295	6136	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6137	bm25	superior	1.0	1.0
real_295	6137	e5	superior	1.0	1.0
real_295	6137	e5_hybrid	superior	1.0	1.0
real_295	6137	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6138	bm25	superior	1.0	1.0
real_295	6138	e5	superior	1.0	1.0
real_295	6138	e5_hybrid	superior	1.0	1.0
real_295	6138	bge_m3_hybrid	superior	1.0	1.0
real_295	6139	bm25	superior	1.0	1.0
real_295	6139	e5	superior	1.0	1.0
real_295	6139	e5_hybrid	superior	1.0	1.0
real_295	6139	bge_m3_hybrid	superior	1.0	1.0
real_295	6140	bm25	superior	1.0	1.0
real_295	6140	e5	superior	1.0	1.0
real_295	6140	e5_hybrid	superior	1.0	1.0
real_295	6140	bge_m3_hybrid	superior	1.0	1.0
real_295	6141	bm25	superior	1.0	1.0
real_295	6141	e5	superior	0.6309297535714575	0.6309297535714575
real_295	6141	e5_hybrid	superior	1.0	1.0
real_295	6141	bge_m3_hybrid	superior	1.0	1.0
real_295	6142	bm25	superior	1.0	1.0
real_295	6142	e5	superior	1.0	1.0
real_295	6142	e5_hybrid	superior	1.0	1.0
real_295	6142	bge_m3_hybrid	superior	1.0	1.0
real_295	6143	bm25	superior	1.0	1.0
real_295	6143	e5	superior	1.0	1.0
real_295	6143	e5_hybrid	superior	1.0	1.0
real_295	6143	bge_m3_hybrid	superior	1.0	1.0
real_295	6144	bm25	superior	1.0	1.0
real_295	6144	e5	superior	1.0	1.0
real_295	6144	e5_hybrid	superior	1.0	1.0
real_295	6144	bge_m3_hybrid	superior	1.0	1.0
real_295	6145	bm25	superior	1.0	1.0
real_295	6145	e5	superior	1.0	1.0
real_295	6145	e5_hybrid	superior	1.0	1.0
real_295	6145	bge_m3_hybrid	superior	1.0	1.0
real_295	6146	bm25	superior	1.0	1.0
real_295	6146	e5	superior	1.0	1.0
real_295	6146	e5_hybrid	superior	1.0	1.0
real_295	6146	bge_m3_hybrid	superior	1.0	1.0
real_295	6147	bm25	superior	1.0	1.0
real_295	6147	e5	superior	1.0	1.0
real_295	6147	e5_hybrid	superior	1.0	1.0
real_295	6147	bge_m3_hybrid	superior	1.0	1.0
real_295	6148	bm25	superior	1.0	1.0
real_295	6148	e5	superior	1.0	1.0
real_295	6148	e5_hybrid	superior	1.0	1.0
real_295	6148	bge_m3_hybrid	superior	1.0	1.0
real_295	6149	bm25	superior	1.0	1.0
real_295	6149	e5	superior	1.0	1.0
real_295	6149	e5_hybrid	superior	1.0	1.0
real_295	6149	bge_m3_hybrid	superior	1.0	1.0
real_295	6150	bm25	superior	1.0	1.0
real_295	6150	e5	superior	1.0	1.0
real_295	6150	e5_hybrid	superior	1.0	1.0
real_295	6150	bge_m3_hybrid	superior	1.0	1.0
real_295	6151	bm25	superior	1.0	1.0
real_295	6151	e5	superior	1.0	1.0
real_295	6151	e5_hybrid	superior	1.0	1.0
real_295	6151	bge_m3_hybrid	superior	1.0	1.0
real_295	6152	bm25	superior	1.0	1.0
real_295	6152	e5	superior	1.0	1.0
real_295	6152	e5_hybrid	superior	1.0	1.0
real_295	6152	bge_m3_hybrid	superior	1.0	1.0
real_295	6153	bm25	superior	1.0	1.0
real_295	6153	e5	superior	1.0	1.0
real_295	6153	e5_hybrid	superior	1.0	1.0
real_295	6153	bge_m3_hybrid	superior	1.0	1.0
real_295	6154	bm25	superior	1.0	1.0
real_295	6154	e5	superior	1.0	1.0
real_295	6154	e5_hybrid	superior	1.0	1.0
real_295	6154	bge_m3_hybrid	superior	1.0	1.0
real_295	6155	bm25	superior	1.0	1.0
real_295	6155	e5	superior	1.0	1.0
real_295	6155	e5_hybrid	superior	1.0	1.0
real_295	6155	bge_m3_hybrid	superior	1.0	1.0
real_295	6156	bm25	superior	1.0	1.0
real_295	6156	e5	superior	1.0	1.0
real_295	6156	e5_hybrid	superior	1.0	1.0
real_295	6156	bge_m3_hybrid	superior	1.0	1.0
real_295	6157	bm25	superior	1.0	1.0
real_295	6157	e5	superior	1.0	1.0
real_295	6157	e5_hybrid	superior	1.0	1.0
real_295	6157	bge_m3_hybrid	superior	1.0	1.0
real_295	6158	bm25	superior	1.0	1.0
real_295	6158	e5	superior	1.0	1.0
real_295	6158	e5_hybrid	superior	1.0	1.0
real_295	6158	bge_m3_hybrid	superior	1.0	1.0
real_295	6159	bm25	superior	1.0	1.0
real_295	6159	e5	superior	1.0	1.0
real_295	6159	e5_hybrid	superior	1.0	1.0
real_295	6159	bge_m3_hybrid	superior	1.0	1.0
real_295	6160	bm25	superior	1.0	1.0
real_295	6160	e5	superior	1.0	1.0
real_295	6160	e5_hybrid	superior	1.0	1.0
real_295	6160	bge_m3_hybrid	superior	1.0	1.0
real_295	6161	bm25	inferior	1.0	1.0
real_295	6161	e5	inferior	1.0	1.0
real_295	6161	e5_hybrid	inferior	1.0	1.0
real_295	6161	bge_m3_hybrid	inferior	1.0	1.0
real_295	6162	bm25	inferior	1.0	1.0
real_295	6162	e5	inferior	1.0	1.0
real_295	6162	e5_hybrid	inferior	1.0	1.0
real_295	6162	bge_m3_hybrid	inferior	1.0	1.0
real_295	6163	bm25	inferior	1.0	1.0
real_295	6163	e5	inferior	0.6309297535714575	0.6309297535714575
real_295	6163	e5_hybrid	inferior	1.0	1.0
real_295	6163	bge_m3_hybrid	inferior	1.0	1.0
real_295	6164	bm25	inferior	1.0	1.0
real_295	6164	e5	inferior	0.5	0.5
real_295	6164	e5_hybrid	inferior	0.6309297535714575	0.6309297535714575
real_295	6164	bge_m3_hybrid	inferior	1.0	1.0
real_295	6165	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6165	e5	superior	1.0	1.0
real_295	6165	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6165	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6166	bm25	inferior	0.6309297535714575	0.6309297535714575
real_295	6166	e5	inferior	0.6309297535714575	0.6309297535714575
real_295	6166	e5_hybrid	inferior	0.6309297535714575	0.6309297535714575
real_295	6166	bge_m3_hybrid	inferior	0.6309297535714575	0.6309297535714575
real_295	6174	bm25	inferior	1.0	1.0
real_295	6174	e5	inferior	1.0	1.0
real_295	6174	e5_hybrid	inferior	1.0	1.0
real_295	6174	bge_m3_hybrid	inferior	1.0	1.0
real_295	6175	bm25	inferior	0.6309297535714575	0.6309297535714575
real_295	6175	e5	inferior	0.6309297535714575	0.6309297535714575
real_295	6175	e5_hybrid	inferior	0.6309297535714575	0.6309297535714575
real_295	6175	bge_m3_hybrid	inferior	0.6309297535714575	0.6309297535714575
real_295	6176	bm25	superior	1.0	1.0
real_295	6176	e5	superior	1.0	1.0
real_295	6176	e5_hybrid	superior	1.0	1.0
real_295	6176	bge_m3_hybrid	superior	1.0	1.0
real_295	6177	bm25	inferior	1.0	1.0
real_295	6177	e5	inferior	1.0	1.0
real_295	6177	e5_hybrid	inferior	1.0	1.0
real_295	6177	bge_m3_hybrid	inferior	1.0	1.0
real_295	6178	bm25	inferior	1.0	1.0
real_295	6178	e5	inferior	1.0	1.0
real_295	6178	e5_hybrid	inferior	1.0	1.0
real_295	6178	bge_m3_hybrid	inferior	1.0	1.0
real_295	6179	bm25	inferior	0.7977228895450266	0.7977228895450266
real_295	6179	e5	inferior	0.8503449055347546	0.8503449055347546
real_295	6179	e5_hybrid	inferior	0.8315546295836225	0.8315546295836225
real_295	6179	bge_m3_hybrid	inferior	0.8065735963827293	0.8065735963827293
real_295	6180	bm25	inferior	1.0	1.0
real_295	6180	e5	inferior	1.0	1.0
real_295	6180	e5_hybrid	inferior	1.0	1.0
real_295	6180	bge_m3_hybrid	inferior	1.0	1.0
real_295	6181	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6181	e5	superior	0.43067655807339306	0.43067655807339306
real_295	6181	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6181	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6182	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6182	e5	superior	0.3010299956639812	0.3010299956639812
real_295	6182	e5_hybrid	superior	0.38685280723454163	0.38685280723454163
real_295	6182	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6183	bm25	superior	1.0	1.0
real_295	6183	e5	superior	0.9066276098484507	0.9066276098484507
real_295	6183	e5_hybrid	superior	0.9469024295259745	0.9469024295259745
real_295	6183	bge_m3_hybrid	superior	1.0	1.0
real_295	6184	bm25	superior	1.0	1.0
real_295	6184	e5	superior	0.9134015924715543	0.9134015924715543
real_295	6184	e5_hybrid	superior	0.9469024295259745	0.9469024295259745
real_295	6184	bge_m3_hybrid	superior	1.0	1.0
real_295	6185	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6185	e5	superior	0.3010299956639812	0.3010299956639812
real_295	6185	e5_hybrid	superior	0.3562071871080222	0.3562071871080222
real_295	6185	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6186	bm25	superior	1.0	1.0
real_295	6186	e5	superior	0.7653606369886217	0.8921776538210152
real_295	6186	e5_hybrid	superior	0.9217868789962071	0.9217868789962071
real_295	6186	bge_m3_hybrid	superior	1.0	1.0
real_295	6187	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6187	e5	superior	0.3333333333333333	0.3333333333333333
real_295	6187	e5_hybrid	superior	0.43067655807339306	0.43067655807339306
real_295	6187	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6188	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6188	e5	superior	0.3562071871080222	0.3562071871080222
real_295	6188	e5_hybrid	superior	0.5	0.5
real_295	6188	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6189	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6189	e5	superior	0.3010299956639812	0.3010299956639812
real_295	6189	e5_hybrid	superior	0.38685280723454163	0.38685280723454163
real_295	6189	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6190	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6190	e5	superior	0.0	0.26264953503719357
real_295	6190	e5_hybrid	superior	0.31546487678572877	0.31546487678572877
real_295	6190	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6191	bm25	superior	1.0	1.0
real_295	6191	e5	superior	0.38685280723454163	0.38685280723454163
real_295	6191	e5_hybrid	superior	1.0	1.0
real_295	6191	bge_m3_hybrid	superior	1.0	1.0
real_295	6192	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6192	e5	superior	0.3333333333333333	0.3333333333333333
real_295	6192	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6192	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6193	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6193	e5	superior	0.3562071871080222	0.3562071871080222
real_295	6193	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6193	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6194	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6194	e5	superior	0.5	0.5
real_295	6194	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6194	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6195	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6195	e5	superior	0.3010299956639812	0.3010299956639812
real_295	6195	e5_hybrid	superior	0.38685280723454163	0.38685280723454163
real_295	6195	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6196	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6196	e5	superior	0.43067655807339306	0.43067655807339306
real_295	6196	e5_hybrid	superior	0.5	0.5
real_295	6196	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6197	bm25	superior	1.0	1.0
real_295	6197	e5	superior	1.0	1.0
real_295	6197	e5_hybrid	superior	1.0	1.0
real_295	6197	bge_m3_hybrid	superior	1.0	1.0
real_295	6198	bm25	superior	1.0	1.0
real_295	6198	e5	superior	0.9197207891481876	0.9197207891481876
real_295	6198	e5_hybrid	superior	1.0	1.0
real_295	6198	bge_m3_hybrid	superior	1.0	1.0
real_295	6199	bm25	superior	0.6309297535714575	0.6309297535714575
real_295	6199	e5	superior	0.6309297535714575	0.6309297535714575
real_295	6199	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6199	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6214	bm25	superior	1.0	1.0
real_295	6214	e5	superior	0.43067655807339306	0.43067655807339306
real_295	6214	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6214	bge_m3_hybrid	superior	1.0	1.0
real_295	6215	bm25	superior	1.0	1.0
real_295	6215	e5	superior	1.0	1.0
real_295	6215	e5_hybrid	superior	1.0	1.0
real_295	6215	bge_m3_hybrid	superior	1.0	1.0
real_295	6216	bm25	superior	1.0	1.0
real_295	6216	e5	superior	1.0	1.0
real_295	6216	e5_hybrid	superior	1.0	1.0
real_295	6216	bge_m3_hybrid	superior	1.0	1.0
real_295	6217	bm25	superior	1.0	1.0
real_295	6217	e5	superior	0.9197207891481876	0.9197207891481876
real_295	6217	e5_hybrid	superior	1.0	1.0
real_295	6217	bge_m3_hybrid	superior	1.0	1.0
real_295	6218	bm25	superior	1.0	1.0
real_295	6218	e5	superior	0.6309297535714575	0.6309297535714575
real_295	6218	e5_hybrid	superior	1.0	1.0
real_295	6218	bge_m3_hybrid	superior	1.0	1.0
real_295	6219	bm25	superior	1.0	1.0
real_295	6219	e5	superior	1.0	1.0
real_295	6219	e5_hybrid	superior	1.0	1.0
real_295	6219	bge_m3_hybrid	superior	1.0	1.0
real_295	6220	bm25	superior	1.0	1.0
real_295	6220	e5	superior	1.0	1.0
real_295	6220	e5_hybrid	superior	1.0	1.0
real_295	6220	bge_m3_hybrid	superior	1.0	1.0
real_295	6221	bm25	superior	0.9197207891481876	0.9197207891481876
real_295	6221	e5	superior	1.0	1.0
real_295	6221	e5_hybrid	superior	0.9197207891481876	0.9197207891481876
real_295	6221	bge_m3_hybrid	superior	0.9197207891481876	0.9197207891481876
real_295	6222	bm25	superior	1.0	1.0
real_295	6222	e5	superior	1.0	1.0
real_295	6222	e5_hybrid	superior	1.0	1.0
real_295	6222	bge_m3_hybrid	superior	1.0	1.0
real_295	6223	bm25	superior	1.0	1.0
real_295	6223	e5	superior	1.0	1.0
real_295	6223	e5_hybrid	superior	1.0	1.0
real_295	6223	bge_m3_hybrid	superior	1.0	1.0
real_295	6224	bm25	superior	1.0	1.0
real_295	6224	e5	superior	1.0	1.0
real_295	6224	e5_hybrid	superior	1.0	1.0
real_295	6224	bge_m3_hybrid	superior	1.0	1.0
real_295	6225	bm25	superior	1.0	1.0
real_295	6225	e5	superior	1.0	1.0
real_295	6225	e5_hybrid	superior	1.0	1.0
real_295	6225	bge_m3_hybrid	superior	1.0	1.0
real_295	6441	bm25	inferior	1.0	1.0
real_295	6441	e5	inferior	0.6309297535714575	0.6309297535714575
real_295	6441	e5_hybrid	inferior	1.0	1.0
real_295	6441	bge_m3_hybrid	inferior	1.0	1.0
real_295	6443	bm25	inferior	1.0	1.0
real_295	6443	e5	inferior	1.0	1.0
real_295	6443	e5_hybrid	inferior	1.0	1.0
real_295	6443	bge_m3_hybrid	inferior	1.0	1.0
real_295	6444	bm25	superior	1.0	1.0
real_295	6444	e5	superior	0.43067655807339306	0.43067655807339306
real_295	6444	e5_hybrid	superior	1.0	1.0
real_295	6444	bge_m3_hybrid	superior	1.0	1.0
real_295	6451	bm25	superior	1.0	1.0
real_295	6451	e5	superior	1.0	1.0
real_295	6451	e5_hybrid	superior	1.0	1.0
real_295	6451	bge_m3_hybrid	superior	1.0	1.0
real_295	6452	bm25	superior	1.0	1.0
real_295	6452	e5	superior	1.0	1.0
real_295	6452	e5_hybrid	superior	1.0	1.0
real_295	6452	bge_m3_hybrid	superior	1.0	1.0
real_295	6453	bm25	superior	1.0	1.0
real_295	6453	e5	superior	0.38685280723454163	0.38685280723454163
real_295	6453	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6453	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6454	bm25	superior	1.0	1.0
real_295	6454	e5	superior	0.43067655807339306	0.43067655807339306
real_295	6454	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6454	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6455	bm25	superior	1.0	1.0
real_295	6455	e5	superior	0.43067655807339306	0.43067655807339306
real_295	6455	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6455	bge_m3_hybrid	superior	0.5	0.5
real_295	6456	bm25	superior	1.0	1.0
real_295	6456	e5	superior	0.5	0.5
real_295	6456	e5_hybrid	superior	1.0	1.0
real_295	6456	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6457	bm25	superior	1.0	1.0
real_295	6457	e5	superior	0.5	0.5
real_295	6457	e5_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6457	bge_m3_hybrid	superior	0.6309297535714575	0.6309297535714575
real_295	6458	bm25	inferior	0.8065735963827293	0.8065735963827293
real_295	6458	e5	inferior	0.48381288316677695	0.48381288316677695
real_295	6458	e5_hybrid	inferior	0.7977228895450266	0.7977228895450266
real_295	6458	bge_m3_hybrid	inferior	0.8065735963827293	0.8065735963827293
real_295	6459	bm25	inferior	0.617319681505689	0.7277920764647865
real_295	6459	e5	inferior	0.370291336443826	0.47134500969409976
real_295	6459	e5_hybrid	inferior	0.6105456988825855	0.719126571983619
real_295	6459	bge_m3_hybrid	inferior	0.617319681505689	0.7321289762317069
real_295	6460	bm25	superior	1.0	1.0
real_295	6460	e5	superior	1.0	1.0
real_295	6460	e5_hybrid	superior	1.0	1.0
real_295	6460	bge_m3_hybrid	superior	1.0	1.0
real_295	6461	bm25	superior	1.0	1.0
real_295	6461	e5	superior	1.0	1.0
real_295	6461	e5_hybrid	superior	1.0	1.0
real_295	6461	bge_m3_hybrid	superior	1.0	1.0
real_295	6462	bm25	superior	1.0	1.0
real_295	6462	e5	superior	1.0	1.0
real_295	6462	e5_hybrid	superior	1.0	1.0
real_295	6462	bge_m3_hybrid	superior	1.0	1.0
real_295	6463	bm25	superior	1.0	1.0
real_295	6463	e5	superior	1.0	1.0
real_295	6463	e5_hybrid	superior	1.0	1.0
real_295	6463	bge_m3_hybrid	superior	1.0	1.0
real_295	6464	bm25	inferior	0.6309297535714575	0.6309297535714575
real_295	6464	e5	inferior	0.6309297535714575	0.6309297535714575
real_295	6464	e5_hybrid	inferior	0.6309297535714575	0.6309297535714575
real_295	6464	bge_m3_hybrid	inferior	0.6309297535714575	0.6309297535714575
real_295	6465	bm25	superior	1.0	1.0
real_295	6465	e5	superior	1.0	1.0
real_295	6465	e5_hybrid	superior	1.0	1.0
real_295	6465	bge_m3_hybrid	superior	1.0	1.0
real_295	6466	bm25	superior	1.0	1.0
real_295	6466	e5	superior	1.0	1.0
real_295	6466	e5_hybrid	superior	1.0	1.0
real_295	6466	bge_m3_hybrid	superior	1.0	1.0
real_295	6467	bm25	superior	1.0	1.0
real_295	6467	e5	superior	1.0	1.0
real_295	6467	e5_hybrid	superior	1.0	1.0
real_295	6467	bge_m3_hybrid	superior	1.0	1.0
real_295	6468	bm25	superior	1.0	1.0
real_295	6468	e5	superior	1.0	1.0
real_295	6468	e5_hybrid	superior	1.0	1.0
real_295	6468	bge_m3_hybrid	superior	1.0	1.0
real_295	6469	bm25	inferior	1.0	1.0
real_295	6469	e5	inferior	1.0	1.0
