method;half;recall;precision_interpolated
bm25;superior;0.002012072434607646;1.0
bm25;superior;0.004024144869215292;1.0
bm25;superior;0.006036217303822937;0.6666666666666666
bm25;superior;0.008048289738430584;0.6666666666666666
bm25;superior;0.01006036217303823;0.6666666666666666
bm25;superior;0.012072434607645875;0.6666666666666666
bm25;superior;0.014084507042253521;0.6666666666666666
bm25;superior;0.018108651911468814;0.6666666666666666
bm25;superior;0.022132796780684104;0.6666666666666666
bm25;superior;0.02414486921529175;0.6666666666666666
bm25;superior;0.026156941649899398;0.6666666666666666
bm25;superior;0.030181086519114688;0.6666666666666666
bm25;superior;0.03219315895372234;0.6666666666666666
bm25;superior;0.03822937625754527;0.6666666666666666
bm25;superior;0.04024144869215292;0.6666666666666666
bm25;superior;0.04225352112676056;0.6666666666666666
bm25;superior;0.04426559356136821;0.6666666666666666
bm25;superior;0.0482897384305835;0.6666666666666666
bm25;superior;0.05030181086519115;0.6666666666666666
bm25;superior;0.052313883299798795;0.6666666666666666
bm25;superior;0.056338028169014086;0.6666666666666666
bm25;superior;0.05835010060362173;0.6666666666666666
bm25;superior;0.060362173038229376;0.6666666666666666
bm25;superior;0.06237424547283702;0.6666666666666666
bm25;superior;0.06438631790744467;0.6666666666666666
bm25;superior;0.06639839034205232;0.6666666666666666
bm25;superior;0.06841046277665996;0.6666666666666666
bm25;superior;0.07042253521126761;0.6666666666666666
bm25;superior;0.07243460764587525;0.6666666666666666
bm25;superior;0.0744466800804829;0.6666666666666666
bm25;superior;0.07645875251509054;0.6666666666666666
bm25;superior;0.08048289738430583;0.6666666666666666
bm25;superior;0.08249496981891348;0.6612903225806451
bm25;superior;0.08450704225352113;0.647887323943662
bm25;superior;0.08853118712273642;0.647887323943662
bm25;superior;0.0925553319919517;0.647887323943662
bm25;superior;0.09456740442655935;0.6105263157894737
bm25;superior;0.096579476861167;0.6105263157894737
bm25;superior;0.1006036217303823;0.6105263157894737
bm25;superior;0.10462776659959759;0.6105263157894737
bm25;superior;0.10865191146881288;0.6105263157894737
bm25;superior;0.11066398390342053;0.6105263157894737
bm25;superior;0.11267605633802817;0.6105263157894737
bm25;superior;0.11468812877263582;0.6105263157894737
bm25;superior;0.11670020120724346;0.6105263157894737
bm25;superior;0.11871227364185111;0.59
bm25;superior;0.12072434607645875;0.5555555555555556
bm25;superior;0.1227364185110664;0.525
bm25;superior;0.12474849094567404;0.525
bm25;superior;0.1267605633802817;0.525
bm25;superior;0.12877263581488935;0.525
bm25;superior;0.13078470824949698;0.525
bm25;superior;0.13279678068410464;0.525
bm25;superior;0.13682092555331993;0.525
bm25;superior;0.13883299798792756;0.525
bm25;superior;0.14285714285714285;0.525
bm25;superior;0.1448692152917505;0.525
bm25;superior;0.14688128772635814;0.525
bm25;superior;0.1488933601609658;0.525
bm25;superior;0.15090543259557343;0.525
bm25;superior;0.1529175050301811;0.525
bm25;superior;0.15694164989939638;0.525
bm25;superior;0.158953722334004;0.525
bm25;superior;0.16096579476861167;0.525
bm25;superior;0.16297786720321933;0.525
bm25;superior;0.16498993963782696;0.525
bm25;superior;0.16700201207243462;0.525
bm25;superior;0.16901408450704225;0.525
bm25;superior;0.1710261569416499;0.525
bm25;superior;0.17303822937625754;0.525
bm25;superior;0.18309859154929578;0.525
bm25;superior;0.1851106639839034;0.525
bm25;superior;0.18712273641851107;0.525
bm25;superior;0.1891348088531187;0.525
bm25;superior;0.19114688128772636;0.525
bm25;superior;0.19718309859154928;0.525
bm25;superior;0.19919517102615694;0.525
bm25;superior;0.2012072434607646;0.525
bm25;superior;0.20321931589537223;0.525
bm25;superior;0.2112676056338028;0.525
bm25;superior;0.21327967806841047;0.5071633237822349
bm25;superior;0.2152917505030181;0.5071633237822349
bm25;superior;0.2193158953722334;0.5071633237822349
bm25;superior;0.22334004024144868;0.5071633237822349
bm25;superior;0.22535211267605634;0.5071633237822349
bm25;superior;0.22736418511066397;0.5071633237822349
bm25;superior;0.22937625754527163;0.5071633237822349
bm25;superior;0.23138832997987926;0.5071633237822349
bm25;superior;0.23340040241448692;0.5071633237822349
bm25;superior;0.23541247484909456;0.5071633237822349
bm25;superior;0.23742454728370221;0.5071633237822349
bm25;superior;0.2454728370221328;0.5071633237822349
bm25;superior;0.24748490945674045;0.5071633237822349
bm25;superior;0.24949698189134809;0.5071633237822349
bm25;superior;0.2515090543259557;0.5071633237822349
bm25;superior;0.25553319919517103;0.5071633237822349
bm25;superior;0.26156941649899396;0.5071633237822349
bm25;superior;0.2655935613682093;0.5071633237822349
bm25;superior;0.2776659959758551;0.5071633237822349
bm25;superior;0.2796780684104628;0.5071633237822349
bm25;superior;0.2837022132796781;0.5071633237822349
bm25;superior;0.2857142857142857;0.5071633237822349
bm25;superior;0.28772635814889336;0.5071633237822349
bm25;superior;0.2937625754527163;0.5071633237822349
bm25;superior;0.29577464788732394;0.5071633237822349
bm25;superior;0.30181086519114686;0.5071633237822349
bm25;superior;0.30784708249496984;0.5071633237822349
bm25;superior;0.30985915492957744;0.5071633237822349
bm25;superior;0.3118712273641851;0.5071633237822349
bm25;superior;0.31388329979879276;0.5071633237822349
bm25;superior;0.3158953722334004;0.5071633237822349
bm25;superior;0.317907444668008;0.5071633237822349
bm25;superior;0.32193158953722334;0.5071633237822349
bm25;superior;0.323943661971831;0.5071633237822349
bm25;superior;0.32595573440643866;0.5071633237822349
bm25;superior;0.32796780684104626;0.5071633237822349
bm25;superior;0.3299798792756539;0.5071633237822349
bm25;superior;0.3319919517102616;0.5071633237822349
bm25;superior;0.3380281690140845;0.5071633237822349
bm25;superior;0.34004024144869216;0.5071633237822349
bm25;superior;0.3460764587525151;0.5071633237822349
bm25;superior;0.34808853118712274;0.5071633237822349
bm25;superior;0.3501006036217304;0.5071633237822349
bm25;superior;0.3561368209255533;0.5071633237822349
bm25;superior;0.358148893360161;0.5069637883008357
bm25;superior;0.36016096579476864;0.5069637883008357
bm25;superior;0.36217303822937624;0.5069637883008357
bm25;superior;0.3641851106639839;0.5069637883008357
bm25;superior;0.36619718309859156;0.5069637883008357
bm25;superior;0.37424547283702214;0.5065616797900262
bm25;superior;0.3762575452716298;0.5065616797900262
bm25;superior;0.3782696177062374;0.5065616797900262
bm25;superior;0.38028169014084506;0.5065616797900262
bm25;superior;0.3822937625754527;0.5065616797900262
bm25;superior;0.3843058350100604;0.5065616797900262
bm25;superior;0.386317907444668;0.5065616797900262
bm25;superior;0.38832997987927564;0.5065616797900262
bm25;superior;0.3903420523138833;0.5
bm25;superior;0.39235412474849096;0.5
bm25;superior;0.39436619718309857;0.48184019370460046
bm25;superior;0.3963782696177062;0.48184019370460046
bm25;superior;0.3983903420523139;0.48184019370460046
bm25;superior;0.40040241448692154;0.48184019370460046
bm25;superior;0.4024144869215292;0.43613138686131386
bm25;superior;0.4044265593561368;0.43613138686131386
bm25;superior;0.40643863179074446;0.43613138686131386
bm25;superior;0.4084507042253521;0.43613138686131386
bm25;superior;0.4104627766599598;0.43613138686131386
bm25;superior;0.4164989939637827;0.43613138686131386
bm25;superior;0.41851106639839036;0.43613138686131386
bm25;superior;0.42052313883299797;0.43613138686131386
bm25;superior;0.4225352112676056;0.43613138686131386
bm25;superior;0.4245472837022133;0.43613138686131386
bm25;superior;0.43259557344064387;0.43613138686131386
bm25;superior;0.4346076458752515;0.43613138686131386
bm25;superior;0.43661971830985913;0.43613138686131386
bm25;superior;0.4386317907444668;0.43613138686131386
bm25;superior;0.44064386317907445;0.43613138686131386
bm25;superior;0.44466800804828976;0.43613138686131386
bm25;superior;0.44668008048289737;0.43613138686131386
