source	query_id	target_id	jaccard
real_295	25130	127740	0.5769230769230769
real_295	6558	127741	0.8181818181818182
real_295	12644	127741	0.14666666666666667
real_295	6559	127742	0.6666666666666666
real_295	6560	127743	0.7647058823529411
real_295	6561	127744	0.7647058823529411
real_295	6562	127745	0.7647058823529411
real_295	6563	127746	0.7647058823529411
real_295	6564	127747	0.7647058823529411
real_295	6565	127748	0.7647058823529411
real_295	6566	127749	0.7647058823529411
real_295	6567	127750	0.7647058823529411
real_295	6568	127751	0.8260869565217391
real_295	6569	127752	0.42857142857142855
real_295	6570	127753	0.8571428571428571
real_295	6571	127754	0.8620689655172413
real_295	6572	127755	0.84
real_295	6573	127756	0.8918918918918919
real_295	6574	127757	0.8918918918918919
real_295	2888	127757	0.8421052631578947
real_295	6579	127757	0.7368421052631579
real_295	6575	127758	0.875
real_295	2891	127758	0.875
real_295	6576	127759	0.875
real_295	2891	127759	0.6666666666666666
real_295	6575	127759	0.6666666666666666
real_295	6577	127760	0.8709677419354839
real_295	6578	127761	0.875
real_295	6579	127762	0.8787878787878788
real_295	6580	127763	0.84
real_295	2898	127763	0.84
real_295	6581	127764	0.8461538461538461
real_295	6572	127764	0.6785714285714286
real_295	2881	127764	0.59375
real_295	6582	127765	0.9024390243902439
real_295	6584	127765	0.6956521739130435
real_295	6583	127765	0.6956521739130435
real_295	6583	127766	0.9024390243902439
real_295	6582	127766	0.6956521739130435
real_295	6584	127767	0.9024390243902439
real_295	6583	127767	0.7333333333333333
real_295	6582	127767	0.6956521739130435
real_295	6585	127768	0.5555555555555556
real_295	6586	127769	0.8823529411764706
real_295	35019	127769	0.8235294117647058
real_295	2398	127769	0.8235294117647058
real_295	6587	127770	0.8888888888888888
real_295	2399	127770	0.7777777777777778
real_295	35020	127770	0.7777777777777778
real_295	6588	127771	0.84
real_295	7062	127771	0.8846153846153846
real_295	7074	127771	0.8846153846153846
real_295	11478	127771	0.4
real_295	16756	127771	0.2857142857142857
real_295	3246	127771	0.68
real_295	6589	127772	0.8518518518518519
real_295	6590	127773	0.8518518518518519
real_295	6591	127774	0.8518518518518519
real_295	6592	127775	0.8518518518518519
real_295	6593	127776	0.7894736842105263
real_295	3613	127776	0.7
real_295	6594	127777	0.7894736842105263
real_295	3614	127777	0.7
real_295	6595	127778	0.6
real_295	23234	127779	0.5
real_295	6596	127779	0.7333333333333333
real_295	6597	127780	0.8181818181818182
real_295	6598	127781	0.8
real_295	6599	127782	0.8095238095238095
real_295	6600	127783	0.8095238095238095
real_295	6601	127784	0.42857142857142855
real_295	6602	127785	0.7647058823529411
real_295	6603	127786	0.5
real_295	34521	127786	0.2
real_295	6604	127787	0.8518518518518519
real_295	6605	127788	0.8518518518518519
real_295	6607	127788	0.6666666666666666
real_295	6606	127788	0.5294117647058824
real_295	6606	127789	0.8620689655172413
real_295	6607	127789	0.625
real_295	6605	127789	0.5294117647058824
real_295	6607	127790	0.8518518518518519
real_295	6606	127790	0.625
real_295	6605	127790	0.6666666666666666
real_295	6608	127791	0.8181818181818182
real_295	6609	127792	0.6923076923076923
real_295	6610	127793	0.8518518518518519
real_295	4155	127793	0.47368421052631576
real_295	4151	127793	0.47368421052631576
real_295	4152	127793	0.46153846153846156
real_295	4150	127793	0.6176470588235294
real_295	4126	127793	0.5675675675675675
real_295	4124	127793	0.5675675675675675
real_295	6611	127794	0.8095238095238095
real_295	32825	127795	0.7727272727272727
real_295	32831	127795	0.7727272727272727
real_295	6612	127795	0.8181818181818182
real_295	6613	127796	0.7894736842105263
real_295	6614	127797	0.8181818181818182
real_295	6615	127798	0.6363636363636364
real_295	6616	127799	0.75
real_295	6617	127800	0.7777777777777778
real_295	6618	127801	0.8095238095238095
real_295	6619	127802	0.2
real_295	6620	127803	0.5555555555555556
real_295	6621	127804	0.5
real_295	6622	127805	0.42857142857142855
real_295	4374	127805	0.3333333333333333
real_295	6623	127806	0.5555555555555556
real_295	6624	127807	0.8095238095238095
real_295	6625	127808	0.42857142857142855
real_295	25488	127808	0.1111111111111111
real_295	14195	127808	0.1111111111111111
real_295	6626	127809	0.5
real_295	6627	127810	0.6666666666666666
real_295	6628	127811	0.8974358974358975
real_295	6629	127812	0.9024390243902439
real_295	6630	127813	0.5
real_295	6631	127814	0.6923076923076923
real_295	6632	127815	0.6923076923076923
real_295	6633	127816	0.6923076923076923
real_295	6634	127817	0.6923076923076923
real_295	6635	127818	0.6923076923076923
real_295	6636	127819	0.6923076923076923
real_295	6637	127820	0.6923076923076923
real_295	6638	127821	0.6923076923076923
real_295	6639	127822	0.7777777777777778
real_295	6640	127823	0.8
real_295	6641	127824	0.8181818181818182
real_295	6642	127825	0.8181818181818182
real_295	6644	127827	0.8095238095238095
real_295	48004	127827	0.8095238095238095
real_295	4888	127827	0.8095238095238095
real_295	41627	127827	0.8095238095238095
real_295	31784	127827	0.20833333333333334
real_295	6645	127828	0.8095238095238095
real_295	31785	127828	0.30434782608695654
real_295	34670	127828	0.5217391304347826
real_295	41628	127828	0.8095238095238095
real_295	6646	127829	0.7894736842105263
real_295	4903	127829	0.7894736842105263
real_295	6647	127830	0.8
real_295	6648	127831	0.8181818181818182
real_295	5028	127831	0.5652173913043478
real_295	5041	127831	0.64
real_295	5029	127831	0.6956521739130435
real_295	5027	127831	0.5185185185185185
real_295	5018	127831	0.52
real_295	6649	127832	0.8
real_295	35613	127832	0.38461538461538464
real_295	5026	127832	0.625
real_295	5019	127832	0.5833333333333334
real_295	35614	127832	0.4230769230769231
real_295	35612	127832	0.3333333333333333
real_295	5025	127832	0.6521739130434783
real_295	6650	127833	0.8620689655172413
real_295	5312	127833	0.7931034482758621
real_295	35653	127833	0.7931034482758621
real_295	6651	127834	0.8620689655172413
real_295	35649	127834	0.7333333333333333
real_295	5307	127834	0.7931034482758621
real_295	6652	127835	0.8620689655172413
real_295	5309	127835	0.7931034482758621
real_295	35650	127835	0.7931034482758621
real_295	6653	127836	0.8620689655172413
real_295	5310	127836	0.7931034482758621
real_295	35651	127836	0.7931034482758621
real_295	6654	127837	0.5555555555555556
real_295	6694	128113	0.5
real_295	6695	128114	0.6666666666666666
real_295	6696	128115	0.8095238095238095
real_295	6697	128115	0.7272727272727273
real_295	1275	128115	0.4090909090909091
real_295	41721	128115	0.14285714285714285
real_295	40451	128115	0.14285714285714285
real_295	6697	128116	0.8095238095238095
real_295	40451	128116	0.14285714285714285
real_295	6696	128116	0.7272727272727273
real_295	1275	128116	0.4090909090909091
real_295	41721	128116	0.14285714285714285
real_295	6698	128117	0.875
real_295	6699	128118	0.875
real_295	1448	128118	0.6857142857142857
real_295	1447	128118	0.7647058823529411
real_295	6700	128119	0.875
real_295	6701	128120	0.875
real_295	1457	128120	0.7647058823529411
real_295	14452	128120	0.325
