recall;bm25;e5;e5_hybrid;bge_m3_hybrid
0.574153000;0.146243;0.119627;0.657005;0.676225
0.575212000;0.146243;0.119627;0.657005;0.676225
0.576271000;0.144294;0.119627;0.657005;0.676225
0.577331000;0.144294;0.119627;0.651532;0.676225
0.578390000;0.143836;0.119627;0.651532;0.676225
0.579449000;0.143683;0.119627;0.651532;0.676225
0.580508000;0.141067;0.119627;0.651532;0.676225
0.581568000;0.141067;0.119627;0.651532;0.676225
0.582627000;0.141067;0.119627;0.651532;0.676225
0.583686000;0.141067;0.119627;0.651532;0.676225
0.584746000;0.141067;0.119610;0.651532;0.676225
0.585805000;0.141067;0.118823;0.651532;0.676225
0.586864000;0.141067;0.118731;0.651532;0.676225
0.587924000;0.141067;0.118691;0.651532;0.676225
0.588983000;0.141067;0.118449;0.651532;0.676225
0.590042000;0.141067;0.117548;0.651532;0.676225
0.591102000;0.141067;0.117548;0.651532;0.676225
0.592161000;0.141067;0.117474;0.651532;0.676225
0.593220000;0.141067;0.117474;0.651532;0.676225
0.594280000;0.141067;0.117241;0.651532;0.676225
0.595339000;0.141067;0.117098;0.651532;0.676225
0.596398000;0.141067;0.117098;0.651532;0.676225
0.597458000;0.141067;0.117098;0.651532;0.676225
0.598517000;0.141067;0.117098;0.651532;0.676225
0.599576000;0.141067;0.116509;0.651532;0.676225
0.600636000;0.141067;0.116060;0.651532;0.667043
0.601695000;0.141067;0.116060;0.651532;0.667043
0.602754000;0.141067;0.115807;0.651532;0.667043
0.603814000;0.141067;0.115807;0.651532;0.667043
0.604873000;0.141067;0.115130;0.651532;0.667043
0.605932000;0.141067;0.115130;0.651532;0.667043
0.606992000;0.141067;0.115130;0.651532;0.667043
0.608051000;0.141067;0.113989;0.651532;0.667043
0.609110000;0.140106;0.113989;0.570573;0.667043
0.610169000;0.140106;0.113989;0.570573;0.667043
0.611229000;0.140106;0.113989;0.570573;0.667043
0.612288000;0.140106;0.113989;0.570573;0.667043
0.613347000;0.140106;0.113989;0.570573;0.667043
0.614407000;0.140106;0.113989;0.570573;0.667043
0.615466000;0.140106;0.113989;0.570573;0.667043
0.616525000;0.140106;0.113939;0.570573;0.667043
0.617585000;0.139741;0.113895;0.570573;0.667043
0.618644000;0.139147;0.113895;0.570573;0.667043
0.619703000;0.139001;0.113895;0.570573;0.667043
0.620763000;0.139001;0.113895;0.570573;0.667043
0.621822000;0.139001;0.113895;0.570573;0.667043
0.622881000;0.138967;0.113895;0.570573;0.667043
0.623941000;0.138967;0.113895;0.570573;0.667043
0.626059000;0.138967;0.113895;0.570573;0.667043
0.627119000;0.138967;0.113475;0.570573;0.589085
0.628178000;0.136520;0.113449;0.570573;0.589085
0.629237000;0.136520;0.113100;0.570573;0.589085
0.630297000;0.135443;0.112032;0.570573;0.589085
0.631356000;0.134431;0.111777;0.570573;0.589085
0.632415000;0.134431;0.111777;0.570573;0.589085
0.633475000;0.134431;0.111546;0.570573;0.589085
0.634534000;0.134431;0.111546;0.570573;0.589085
0.635593000;0.134431;0.111441;0.570573;0.589085
0.636653000;0.134431;0.111296;0.570573;0.589085
0.637712000;0.134431;0.111193;0.570573;0.589085
0.638771000;0.134431;0.110907;0.570573;0.589085
0.639831000;0.134431;0.110744;0.570573;0.589085
0.640890000;0.134176;0.110401;0.570573;0.589085
0.641949000;0.133594;0.109864;0.570573;0.589085
0.643008000;0.133594;0.109864;0.570573;0.589085
0.644068000;0.133594;0.109688;0.570573;0.589085
0.645127000;0.133594;0.109322;0.570573;0.589085
0.646186000;0.133594;0.109322;0.570573;0.589085
0.647246000;0.133594;0.109322;0.570573;0.589085
0.648305000;0.133594;0.109169;0.570573;0.589085
0.649364000;0.133594;0.108804;0.570573;0.589085
0.650424000;0.133594;0.107833;0.570573;0.589085
0.651483000;0.133594;0.106660;0.570573;0.589085
0.652542000;0.133594;0.106660;0.570573;0.589085
0.653602000;0.133003;0.106660;0.570573;0.589085
0.654661000;0.132080;0.106660;0.570573;0.589085
0.655720000;0.129510;0.106660;0.570573;0.589085
0.656780000;0.129510;0.106660;0.570573;0.589085
0.657839000;0.129510;0.106660;0.570573;0.589085
0.658898000;0.128674;0.106660;0.570573;0.589085
0.659958000;0.128674;0.106660;0.570573;0.589085
0.661017000;0.128674;0.106503;0.570573;0.589085
0.662076000;0.128674;0.106401;0.570573;0.589085
0.663136000;0.128674;0.106401;0.570573;0.589085
0.664195000;0.128563;0.106401;0.570573;0.589085
0.665254000;0.127608;0.106401;0.570573;0.589085
0.666314000;0.127608;0.106401;0.570573;0.589085
0.667373000;0.127608;0.106401;0.570573;0.589085
0.668432000;0.127412;0.106129;0.570573;0.589085
0.669492000;0.127412;0.106129;0.570573;0.589085
0.670551000;0.127412;0.105871;0.570573;0.589085
0.671610000;0.127412;0.105755;0.570573;0.589085
0.672669000;0.127412;0.105307;0.570573;0.589085
0.673729000;0.127412;0.105307;0.570573;0.589085
0.674788000;0.127412;0.105307;0.570573;0.589085
0.675847000;0.127412;0.104934;0.570573;0.589085
0.676907000;0.127412;0.104909;0.570573;0.589085
0.677966000;0.127412;0.104799;0.570573;0.589085
0.679025000;0.127412;0.104799;0.570573;0.589085
0.680085000;0.127412;0.104799;0.570573;0.589085
0.681144000;0.127412;0.103266;0.570573;0.589085
0.682203000;0.127412;0.103266;0.570573;0.589085
0.683263000;0.127412;0.103266;0.570573;0.589085
0.684322000;0.127412;0.102932;0.570573;0.589085
0.685381000;0.127412;0.102650;0.570573;0.589085
0.686441000;0.126062;0.102337;0.570573;0.589085
0.687500000;0.126062;0.101926;0.570573;0.589085
0.688559000;0.126062;0.101926;0.570573;0.589085
0.689619000;0.126062;0.101926;0.570573;0.589085
0.690678000;0.126062;0.101368;0.570573;0.589085
0.691737000;0.126062;0.101225;0.570573;0.589085
0.692797000;0.124221;0.099227;0.570573;0.589085
0.693856000;0.124221;0.099227;0.570573;0.589085
0.694915000;0.124221;0.097735;0.570573;0.589085
0.695975000;0.124221;0.097046;0.570573;0.589085
0.697034000;0.124221;0.096134;0.570573;0.589085
0.698093000;0.112818;0.096134;0.570573;0.589085
0.699153000;0.112818;0.095645;0.570573;0.589085
0.700212000;0.112818;0.095645;0.570573;0.589085
0.702331000;0.112447;0.095122;0.570573;0.589085
0.703390000;0.112447;0.093874;0.570573;0.589085
0.704449000;0.111859;0.093874;0.570573;0.589085
0.705508000;0.111628;0.093710;0.570573;0.589085
0.706568000;0.111628;0.093046;0.570573;0.589085
0.707627000;0.111628;0.093046;0.570470;0.589085
0.708686000;0.111628;0.093046;0.570470;0.589085
0.709746000;0.111628;0.093046;0.570470;0.589085
0.710805000;0.111628;0.093046;0.570470;0.589085
0.711864000;0.111628;0.093046;0.570470;0.589085
0.712924000;0.111184;0.093046;0.570470;0.589085
0.713983000;0.111184;0.092991;0.570470;0.589085
0.715042000;0.110874;0.092985;0.570470;0.589085
0.716102000;0.110874;0.092985;0.570470;0.589085
0.717161000;0.109638;0.092791;0.570470;0.589085
0.718220000;0.109638;0.092412;0.570470;0.589085
0.719280000;0.109560;0.092412;0.570470;0.589085
0.720339000;0.109560;0.092412;0.570470;0.589085
0.721398000;0.109560;0.092412;0.485274;0.589085
0.722458000;0.109560;0.092412;0.485274;0.589085
0.723517000;0.109560;0.092279;0.485274;0.589085
0.724576000;0.108912;0.092279;0.485274;0.589085
0.725636000;0.108912;0.092279;0.485274;0.589085
0.726695000;0.108912;0.092279;0.485274;0.589085
0.727754000;0.108912;0.092199;0.485274;0.589085
0.728814000;0.108912;0.092199;0.485274;0.589085
0.729873000;0.106756;0.092199;0.485274;0.589085
0.730932000;0.105113;0.092058;0.485274;0.589085
0.731992000;0.105113;0.092058;0.485274;0.589085
0.733051000;0.105113;0.092058;0.485274;0.589085
0.734110000;0.105113;0.092007;0.485274;0.589085
0.736229000;0.105113;0.091749;0.485274;0.589085
0.737288000;0.105113;0.091586;0.485274;0.589085
0.738347000;0.105113;0.091586;0.485274;0.589085
0.740466000;0.105113;0.091586;0.485274;0.589085
0.741525000;0.105020;0.091586;0.485274;0.589085
0.742585000;0.105020;0.091586;0.485274;0.589085
0.743644000;0.105020;0.090921;0.485274;0.589085
0.744703000;0.105020;0.090921;0.485274;0.589085
0.746822000;0.105020;0.090548;0.485274;0.589085
0.747881000;0.104572;0.090548;0.485274;0.589085
0.748941000;0.104572;0.090455;0.485274;0.589085
0.750000000;0.104572;0.090330;0.485274;0.589085
0.751059000;0.104572;0.090330;0.485274;0.589085
0.752119000;0.104304;0.090264;0.485274;0.589085
0.753178000;0.104191;0.090264;0.485274;0.589085
0.754237000;0.104154;0.090264;0.485274;0.589085
0.755297000;0.102975;0.089934;0.485274;0.589085
0.756356000;0.102967;0.089811;0.485274;0.589085
0.757415000;0.102967;0.089811;0.485274;0.589085
0.758475000;0.102897;0.089811;0.485274;0.589085
0.759534000;0.102897;0.089811;0.485274;0.589085
0.760593000;0.102897;0.089811;0.485274;0.589085
0.761653000;0.102897;0.089811;0.485274;0.589085
0.763771000;0.102897;0.089811;0.485274;0.589085
0.764831000;0.101900;0.089103;0.485274;0.589085
0.765890000;0.101900;0.089102;0.485274;0.589085
0.766949000;0.101900;0.089102;0.485274;0.589085
0.768008000;0.101440;0.089102;0.485274;0.589085
0.769068000;0.101440;0.089102;0.447497;0.589085
0.770127000;0.101440;0.088973;0.447497;0.589085
0.771186000;0.101440;0.088938;0.447497;0.589085
0.772246000;0.101440;0.088938;0.447497;0.589085
0.773305000;0.101440;0.088938;0.447497;0.589085
0.774364000;0.101440;0.088527;0.447497;0.589085
0.775424000;0.101440;0.088527;0.447497;0.589085
0.776483000;0.101440;0.088527;0.447497;0.589085
0.777542000;0.101440;0.088434;0.412432;0.589085
0.778602000;0.101440;0.088405;0.412432;0.586017
0.779661000;0.101440;0.087369;0.412432;0.586017
0.781780000;0.101440;0.086854;0.412432;0.586017
0.782839000;0.101440;0.086433;0.412432;0.586017
0.783898000;0.101440;0.086388;0.412432;0.586017
0.784958000;0.101440;0.086344;0.412432;0.586017
0.786017000;0.101440;0.086309;0.412432;0.586017
0.787076000;0.101440;0.085992;0.412432;0.586017
0.788136000;0.101440;0.085992;0.412432;0.586017
0.789195000;0.101440;0.084997;0.412432;0.586017
0.790254000;0.101440;0.084528;0.412432;0.586017
0.791314000;0.101440;0.084528;0.412432;0.504867
0.792373000;0.101440;0.084528;0.412432;0.504867
0.793432000;0.101440;0.084528;0.412432;0.504867
0.794492000;0.101440;0.084524;0.412432;0.504867
0.795551000;0.101440;0.084524;0.412432;0.504867
0.796610000;0.101440;0.084228;0.412432;0.504867
0.797669000;0.101440;0.084228;0.412432;0.504867
0.798729000;0.101440;0.084133;0.412432;0.504867
0.799788000;0.101247;0.084123;0.412432;0.504867
0.800847000;0.096356;0.083999;0.412432;0.504867
0.801907000;0.096356;0.083999;0.412432;0.504867
0.802966000;0.096356;0.083591;0.412432;0.504867
0.804025000;0.096356;0.083278;0.412432;0.504867
0.805085000;0.096105;0.082582;0.412432;0.504867
0.806144000;0.095794;0.081742;0.412432;0.504867
0.807203000;0.095794;0.081742;0.412432;0.504867
0.808263000;0.095794;0.081413;0.412432;0.504867
0.809322000;0.094883;0.081346;0.393132;0.504867
0.810381000;0.091125;0.080899;0.393132;0.504867
0.811441000;0.091125;0.080899;0.393132;0.504867
0.812500000;0.091125;0.080899;0.393132;0.504867
0.813559000;0.091049;0.080630;0.351069;0.504867
0.814619000;0.091049;0.080473;0.351069;0.504867
0.815678000;0.090994;0.080413;0.351069;0.504867
0.816737000;0.090994;0.080413;0.351069;0.504867
0.817797000;0.090994;0.080008;0.351069;0.504867
0.818856000;0.090994;0.079323;0.343376;0.504867
0.819915000;0.090994;0.079060;0.343376;0.504867
0.820975000;0.090994;0.078841;0.343376;0.504867
0.822034000;0.090994;0.078841;0.322273;0.504867
0.823093000;0.090994;0.078841;0.322273;0.504867
0.824153000;0.090994;0.078841;0.302388;0.504867
0.825212000;0.090994;0.078790;0.302388;0.503851
0.826271000;0.090994;0.078653;0.302388;0.503851
0.827331000;0.090814;0.078651;0.302388;0.503851
0.828390000;0.090814;0.078522;0.302388;0.503851
0.829449000;0.090783;0.078089;0.302388;0.503851
0.830508000;0.090783;0.077257;0.302388;0.503851
0.831568000;0.090783;0.077142;0.302388;0.503851
0.832627000;0.090783;0.077112;0.297961;0.468970
0.833686000;0.090783;0.076556;0.297961;0.468970
0.834746000;0.090783;0.076013;0.297961;0.468970
0.835805000;0.090237;0.076013;0.297961;0.468970
0.836864000;0.090237;0.076013;0.288532;0.468970
0.837924000;0.090237;0.075795;0.273834;0.468970
0.838983000;0.090237;0.075558;0.273834;0.468970
0.840042000;0.090237;0.075430;0.273834;0.468970
0.841102000;0.090105;0.074955;0.273834;0.468970
0.842161000;0.090105;0.072696;0.273834;0.468970
0.843220000;0.089811;0.072626;0.273834;0.468970
0.844280000;0.089811;0.072626;0.273834;0.468970
0.845339000;0.089811;0.072578;0.273834;0.468970
0.846398000;0.089811;0.072445;0.273834;0.468970
0.847458000;0.089811;0.072189;0.273834;0.468970
0.848517000;0.089811;0.072052;0.273834;0.468970
0.849576000;0.089811;0.070804;0.273834;0.422188
0.850636000;0.089811;0.070488;0.273834;0.422188
0.851695000;0.089389;0.070029;0.273834;0.422188
0.852754000;0.089389;0.069824;0.273834;0.422188
0.853814000;0.089389;0.069790;0.273834;0.422188
0.854873000;0.089389;0.069673;0.273834;0.422188
0.855932000;0.089331;0.069673;0.273834;0.422188
0.856992000;0.089058;0.069576;0.273834;0.422188
0.858051000;0.088865;0.069576;0.273834;0.422188
0.859110000;0.087651;0.069448;0.268277;0.422188
0.860169000;0.087651;0.069448;0.247964;0.422188
0.861229000;0.087040;0.069448;0.247964;0.422188
0.862288000;0.087040;0.069448;0.247964;0.422188
0.863347000;0.086433;0.069361;0.247964;0.422188
0.864407000;0.086433;0.069361;0.247964;0.422188
0.865466000;0.086433;0.069361;0.247964;0.422188
0.866525000;0.086433;0.068607;0.247964;0.422188
0.867585000;0.086093;0.068068;0.247964;0.422188
0.868644000;0.085999;0.067971;0.247964;0.422188
0.870763000;0.085836;0.067792;0.247964;0.422188
0.871822000;0.085836;0.067792;0.246122;0.420408
0.872881000;0.085836;0.065501;0.246122;0.420408
0.873941000;0.085836;0.064991;0.246122;0.401751
0.875000000;0.085836;0.064235;0.240939;0.401751
0.876059000;0.085836;0.063381;0.240939;0.368142
0.878178000;0.085836;0.062912;0.240939;0.368142
0.879237000;0.085503;0.062912;0.240939;0.368142
0.880297000;0.085503;0.060794;0.240939;0.368142
0.881356000;0.084647;0.060443;0.232276;0.368142
0.882415000;0.083786;0.058534;0.232276;0.340965
0.883475000;0.083685;0.058526;0.232276;0.340965
0.884534000;0.082681;0.056956;0.232276;0.315591
0.885593000;0.081094;0.056956;0.232276;0.315591
0.886653000;0.080974;0.056761;0.232276;0.315393
0.887712000;0.080974;0.056694;0.232276;0.315393
0.888771000;0.080961;0.054185;0.232276;0.298470
0.889831000;0.080383;0.054180;0.232276;0.280093
0.890890000;0.079996;0.054136;0.232276;0.278071
0.891949000;0.079996;0.052609;0.232276;0.278071
0.893008000;0.079996;0.052474;0.231170;0.274440
0.894068000;0.079996;0.052006;0.231170;0.274440
0.895127000;0.079996;0.052006;0.227995;0.274440
0.896186000;0.079992;0.051146;0.227995;0.265102
0.897246000;0.077792;0.049127;0.227995;0.265102
0.898305000;0.077435;0.049100;0.222863;0.254344
0.899364000;0.077435;0.048965;0.222863;0.254344
0.900424000;0.077328;0.048095;0.222863;0.252751
0.901483000;0.077328;0.048095;0.216244;0.249707
0.902542000;0.077328;0.046826;0.216244;0.244687
0.903602000;0.077208;0.046622;0.214753;0.234663
0.904661000;0.077208;0.045430;0.202457;0.234311
0.905720000;0.077208;0.044807;0.202457;0.234311
0.906780000;0.077103;0.044737;0.202457;0.233243
0.907839000;0.076758;0.043720;0.202457;0.230646
0.908898000;0.076758;0.043655;0.199767;0.230646
0.909958000;0.076758;0.043655;0.198383;0.230646
0.911017000;0.076357;0.043164;0.195554;0.230646
0.912076000;0.076357;0.043089;0.195554;0.230646
0.913136000;0.075297;0.043089;0.195554;0.225183
0.914195000;0.074887;0.042746;0.192512;0.210796
0.915254000;0.072936;0.042728;0.192512;0.204739
0.916314000;0.072842;0.042251;0.192512;0.199954
0.917373000;0.072668;0.041902;0.192512;0.199954
0.918432000;0.072668;0.041902;0.192512;0.199954
0.919492000;0.072622;0.040715;0.192512;0.195677
0.920551000;0.072622;0.040712;0.192512;0.195677
0.921610000;0.072312;0.040712;0.192223;0.191817
0.922669000;0.072312;0.040712;0.189917;0.191817
0.923729000;0.072227;0.040448;0.189917;0.191817
0.924788000;0.071562;0.040448;0.189917;0.188065
0.925847000;0.071562;0.040448;0.189917;0.181461
0.926907000;0.071562;0.039980;0.186766;0.181461
0.927966000;0.071562;0.039898;0.182767;0.181461
0.929025000;0.071562;0.039327;0.182518;0.181461
0.930085000;0.071562;0.039158;0.178782;0.177338
0.931144000;0.071562;0.038984;0.175870;0.174628
0.932203000;0.070979;0.038966;0.173289;0.174628
0.933263000;0.069006;0.038773;0.173289;0.174628
0.934322000;0.068708;0.037942;0.173111;0.171495
0.935381000;0.068321;0.037832;0.172145;0.170069
0.936441000;0.068321;0.037686;0.172145;0.166792
0.937500000;0.066522;0.037354;0.172145;0.166792
0.938559000;0.066522;0.037247;0.168955;0.163559
0.939619000;0.066522;0.036035;0.168920;0.162902
0.940678000;0.066219;0.035401;0.166325;0.162221
0.941737000;0.065668;0.035390;0.166325;0.160679
0.942797000;0.065668;0.035390;0.166325;0.160679
0.943856000;0.065423;0.034937;0.166325;0.159058
0.944915000;0.064964;0.034676;0.166325;0.159058
0.945975000;0.064964;0.034667;0.162659;0.156694
0.947034000;0.063854;0.034512;0.160884;0.147671
0.948093000;0.063854;0.034434;0.160884;0.146601
0.949153000;0.063854;0.033552;0.159006;0.143223
0.950212000;0.061977;0.033552;0.158798;0.143130
0.951271000;0.061803;0.033179;0.158798;0.143130
0.952331000;0.061542;0.033100;0.155161;0.142812
0.953390000;0.061509;0.032775;0.145440;0.142812
0.954449000;0.061391;0.032756;0.145440;0.136729
0.955508000;0.061391;0.030788;0.145016;0.136729
0.956568000;0.061391;0.030347;0.144085;0.132697
0.957627000;0.061111;0.029596;0.144085;0.131855
0.958686000;0.061111;0.028877;0.144085;0.131228
0.959746000;0.058092;0.028731;0.139492;0.131228
0.960805000;0.056259;0.028551;0.137800;0.129147
0.961864000;0.055100;0.027381;0.136953;0.124452
0.962924000;0.053708;0.027006;0.135814;0.124452
0.963983000;0.052338;0.026621;0.134935;0.122246
0.965042000;0.052338;0.026159;0.131287;0.119916
0.966102000;0.049414;0.025895;0.129325;0.114717
0.967161000;0.049414;0.024356;0.120311;0.107758
0.968220000;0.049414;0.024177;0.120311;0.107758
0.969280000;0.049414;0.023689;0.115647;0.107093
0.970339000;0.046573;0.023172;0.115244;0.105016
0.971398000;0.044947;0.023097;0.115244;0.105016
0.972458000;0.043852;0.023097;0.111286;0.101291
0.973517000;0.042890;0.022982;0.110723;0.100821
0.974576000;0.041203;0.022790;0.107808;0.100821
0.975636000;0.041203;0.022777;0.107808;0.100821
0.976695000;0.039817;0.022777;0.094875;0.097117
0.977754000;0.039584;0.022628;0.083856;0.097117
0.978814000;0.039584;0.022626;0.082397;0.082039
0.979873000;0.035654;0.021957;0.078777;0.077568
0.980932000;0.035654;0.021367;0.075260;0.077019
0.981992000;0.033683;0.021116;0.074059;0.075649
0.983051000;0.033683;0.020370;0.073482;0.075227
0.984110000;0.033683;0.019449;0.063630;0.074451
0.985169000;0.033683;0.018062;0.063464;0.072821
0.986229000;0.033683;0.017513;0.054511;0.066533
0.987288000;0.033683;0.017020;0.051288;0.066071
0.988347000;0.031803;0.017020;0.044391;0.065382
0.989407000;0.029962;0.016562;0.039603;0.063667
0.990466000;0.029962;0.016562;0.037928;0.062852
0.991525000;0.028290;0.016562;0.036729;0.062852
0.992585000;0.024886;0.016562;0.034349;0.062852
0.993644000;0.024873;0.016108;0.031603;0.059997
0.994703000;0.022749;0.000000;0.030400;0.057075
0.995763000;0.022749;0.000000;0.023797;0.049416
0.996822000;0.016867;0.000000;0.023431;0.044001
0.997881000;0.012111;0.000000;0.017735;0.042949
0.998941000;0.012111;0.000000;0.000000;0.030897
1.000000000;0.000000;0.000000;0.000000;0.030897
