recall;bm25;e5;e5_hybrid;bge_m3_hybrid
0.541314000;0.168255;0.123549;0.657005;0.676225
0.542373000;0.168255;0.123531;0.657005;0.676225
0.543432000;0.167798;0.123531;0.657005;0.676225
0.544492000;0.167798;0.123531;0.657005;0.676225
0.545551000;0.167798;0.123531;0.657005;0.676225
0.546610000;0.167798;0.123209;0.657005;0.676225
0.547669000;0.167798;0.122778;0.657005;0.676225
0.548729000;0.167798;0.122778;0.657005;0.676225
0.549788000;0.167798;0.121660;0.657005;0.676225
0.550847000;0.150669;0.121212;0.657005;0.676225
0.551907000;0.150669;0.120385;0.657005;0.676225
0.552966000;0.150669;0.120385;0.657005;0.676225
0.554025000;0.150669;0.120385;0.657005;0.676225
0.555085000;0.150669;0.120385;0.657005;0.676225
0.556144000;0.150669;0.120385;0.657005;0.676225
0.557203000;0.150669;0.120328;0.657005;0.676225
0.558263000;0.150669;0.120328;0.657005;0.676225
0.559322000;0.150669;0.120328;0.657005;0.676225
0.560381000;0.150669;0.120180;0.657005;0.676225
0.561441000;0.150000;0.120180;0.657005;0.676225
0.562500000;0.150000;0.120180;0.657005;0.676225
0.563559000;0.150000;0.120180;0.657005;0.676225
0.564619000;0.150000;0.120180;0.657005;0.676225
0.565678000;0.150000;0.119812;0.657005;0.676225
0.566737000;0.149861;0.119627;0.657005;0.676225
0.567797000;0.149861;0.119627;0.657005;0.676225
0.568856000;0.149861;0.119627;0.657005;0.676225
0.569915000;0.149861;0.119627;0.657005;0.676225
0.570975000;0.146243;0.119627;0.657005;0.676225
0.572034000;0.146243;0.119627;0.657005;0.676225
0.573093000;0.146243;0.119627;0.657005;0.676225
